Unnamed: 0,repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version,creation_date
3252,zijian2022/close3,zijian2022,so100,30,8970,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-11 19:31:52+00:00
3299,bensprenger/left_arm_yellow_brick_in_box_v0,bensprenger,so100,50,29873,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp the yellow lego block and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 15:16:34+00:00
3302,lirislab/guess_who_so100,lirislab,so100,96,23114,30.0,observation.images.mounted,1,observation.images.mounted,True,1,"{""0"": """"}",False,False,"action,observation.state,observation.images.mounted,timestamp,frame_index,episode_index,index,task_index,grid_position",1000,1,2.1,2025-04-12 18:02:32+00:00
3321,bensprenger/left_arm_yellow_brick_in_box_with_purple_noise_v0,bensprenger,so100,50,29890,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a yellow lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 16:48:34+00:00
3332,roboticshack/team16-can-stacking,roboticshack,so100,40,23959,30.0,"observation.images.wrist,observation.images.head",2,"observation.images.wrist,observation.images.head",True,1,"{""0"": ""Build a tower.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.head,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 17:38:38+00:00
3347,bensprenger/right_arm_p_brick_in_box_with_y_noise_v0,bensprenger,so100,47,28013,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp the purple lego block and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 18:40:51+00:00
3359,pierfabre/pig2,pierfabre,so100,50,26780,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the pig and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 21:38:37+00:00
3360,zijian2022/insert2,zijian2022,so100,30,13368,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a lego block and put it in the bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-12 20:37:58+00:00
3369,roboticshack/team-7-right-arm-grasp-tape,roboticshack,so100,100,59711,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp the tape and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 00:14:51+00:00
3375,pierfabre/pig3,pierfabre,so100,50,26799,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the pig and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 01:23:08+00:00
3376,Jiangeng/so100_413,Jiangeng,so100,50,17851,30.0,"observation.images.top,observation.images.wrist_left",2,"observation.images.top,observation.images.wrist_left",True,1,"{""0"": ""Pick the cube""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist_left,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 01:09:27+00:00
3377,roboticshack/team9-pick_cube_place_static_plate,roboticshack,so100,40,10934,30.0,"observation.images.static_right,observation.images.static_left",2,"observation.images.static_right,observation.images.static_left",True,1,"{""0"": ""Pick up the green cube and place on orange plate""}",False,False,"action,observation.state,observation.images.static_right,observation.images.static_left,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 01:50:59+00:00
3378,AndrejOrsula/lerobot_double_ball_stacking_random,AndrejOrsula,so100,41,14348,30.0,"observation.images.side,observation.images.realsense",2,"observation.images.side,observation.images.realsense",True,1,"{""0"": ""Stack the balls on top of each other.""}",False,False,"action,observation.state,observation.images.side,observation.images.realsense,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 01:25:10+00:00
3379,roboticshack/left-arm-grasp-lego-brick,roboticshack,so100,99,59115,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp the lego brick and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 03:09:36+00:00
3383,roboticshack/team-7-left-arm-grasp-motor,roboticshack,so100,99,59123,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp the black motor and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 03:24:35+00:00
3385,pierfabre/cow2,pierfabre,so100,40,21444,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the cow and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 03:21:28+00:00
3386,pierfabre/sheep,pierfabre,so100,60,32172,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the sheep and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 09:44:12+00:00
3390,roboticshack/team9-pick_chicken_place_plate,roboticshack,so100,69,19655,30.0,"observation.images.static_right,observation.images.static_left",2,"observation.images.static_right,observation.images.static_left",True,1,"{""0"": ""Pick up the chicke and place on orange plate""}",False,False,"action,observation.state,observation.images.static_right,observation.images.static_left,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 05:03:42+00:00
3392,roboticshack/team13-two-balls-stacking,roboticshack,so100,51,13476,30.0,"observation.images.side,observation.images.realsense",2,"observation.images.side,observation.images.realsense",True,1,"{""0"": ""Stack the balls on top of each other.""}",False,False,"action,observation.state,observation.images.side,observation.images.realsense,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 05:20:22+00:00
3396,tkc79/so100_lego_box_1,tkc79,so100,104,46689,30.0,"observation.images.laptop,observation.images.arm",2,"observation.images.laptop,observation.images.arm",True,1,"{""0"": ""Grasp a lego block and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.arm,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-04-13 07:35:52+00:00
3400,pierfabre/rabbit,pierfabre,so100,31,16604,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,2,"{""0"": ""Pick the rabbit and place it to the right."", ""1"": ""Pick th rabbit and put it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 11:10:02+00:00
3404,roboticshack/team13-three-balls-stacking,roboticshack,so100,101,48652,30.0,"observation.images.side,observation.images.realsense",2,"observation.images.side,observation.images.realsense",True,1,"{""0"": ""Stack the balls on top of each other.""}",False,False,"action,observation.state,observation.images.side,observation.images.realsense,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 07:57:24+00:00
3405,pierfabre/horse,pierfabre,so100,42,22514,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the horse and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 10:59:31+00:00
3406,pierfabre/chicken,pierfabre,so100,65,34845,30.0,"observation.images.robot,observation.images.webcam",2,"observation.images.robot,observation.images.webcam",True,1,"{""0"": ""Pick the chicken and place it to the right.""}",False,False,"action,observation.state,observation.images.robot,observation.images.webcam,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 09:29:19+00:00
3412,roboticshack/team16-water-pouring,roboticshack,so100,50,29887,30.0,"observation.images.wrist,observation.images.head",2,"observation.images.wrist,observation.images.head",True,1,"{""0"": ""Pouring water from cup to cup""}",False,False,"action,observation.state,observation.images.wrist,observation.images.head,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 10:04:33+00:00
3426,ad330/cubePlace,ad330,so100,50,15000,30.0,"observation.images.wristCam,observation.images.phone",2,"observation.images.wristCam,observation.images.phone",True,1,"{""0"": ""Grasp white cube and place it in the bowl.""}",False,False,"action,observation.state,observation.images.wristCam,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-04-13 17:06:20+00:00
3436,Jiafei1224/so100_pa222per,Jiafei1224,so100,30,13442,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pack stuff.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-13 23:39:52+00:00
3439,paszea/so100_lego_2cam,paszea,so100,40,88148,30.0,"observation.images.top,observation.images.front",2,"observation.images.top,observation.images.front",True,1,"{""0"": ""Grap lego blocks and put them in the plate.""}",False,False,"action,observation.state,observation.images.top,observation.images.front,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 02:19:44+00:00
3452,bensprenger/chess_game_001_blue_stereo,bensprenger,so100-blue,307,109498,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Move the blue chess pieces as indicated by the highlighted squares""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 12:33:04+00:00
3460,danaaubakirova/so100_v2_task_1,danaaubakirova,so100,30,8998,30.0,"observation.images.top,observation.images.wrist",2,"observation.images.top,observation.images.wrist",True,1,"{""0"": ""Pick up the cube and place it in the box.""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 13:22:28+00:00
3463,danaaubakirova/so100_v2_task_2,danaaubakirova,so100,30,15155,30.0,"observation.images.top,observation.images.wrist",2,"observation.images.top,observation.images.wrist",True,1,"{""0"": ""Pick up the red cube and place it in the box.""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 13:42:50+00:00
3465,danaaubakirova/so100_v2_task_3,danaaubakirova,so100,30,13147,30.0,"observation.images.top,observation.images.wrist",2,"observation.images.top,observation.images.wrist",True,1,"{""0"": ""Pick up the blue cube and place it in the box.""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 14:13:06+00:00
3466,Mohamedal/put_banana,Mohamedal,so100,30,20066,30.0,"observation.images.realsense_top,observation.images.realsense_side",2,"observation.images.realsense_top,observation.images.realsense_side",True,1,"{""0"": ""put the banana in the red bowl.""}",False,False,"action,observation.state,observation.images.realsense_top,observation.images.realsense_side,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 14:19:19+00:00
3470,danaaubakirova/so100_v2_task_4,danaaubakirova,so100,31,14380,30.0,"observation.images.top,observation.images.wrist",2,"observation.images.top,observation.images.wrist",True,1,"{""0"": ""Put the red cube on top of the blue cube.""}",False,False,"action,observation.state,observation.images.top,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-14 14:39:46+00:00
3507,tkc79/so100_lego_box_2,tkc79,so100,51,22349,30.0,"observation.images.laptop,observation.images.arm",2,"observation.images.laptop,observation.images.arm",True,1,"{""0"": ""Grasp a lego block and put it in the box.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.arm,timestamp,frame_index,episode_index,index,task_index",1000,1,2.0,2025-04-15 04:18:35+00:00
3529,samanthalhy/so100_herding_1,samanthalhy,so100,33,109111,30.0,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Grasp a green tool and herd all the particles to the grey bin.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-15 15:45:56+00:00
3544,jlesein/TestBoulon7,jlesein,so100,250,62998,30.0,"observation.images.robor,observation.images.top",2,"observation.images.robor,observation.images.top",True,1,"{""0"": ""test""}",False,False,"action,observation.state,observation.images.robor,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,2.1,2025-04-15 15:35:41+00:00
